,Title,Date,Category,Tokens,Negative,Neutral,Positive,Compound,Month,Week
1439,Blogger Sherali Komilov detained in Tashkent region on fraud and slander charges,2024-07-16,SOCIETY,"['blogger', 'sherali', 'komilov', 'detained', 'tashkent', 'region', 'fraud', 'slander', 'charges']",0.589,0.411,0.0,-0.8225,2024-07,2024-07-15/2024-07-21
1436,Uzbekistan and Germany discuss key migration and mobility agreement,2024-07-16,SOCIETY,"['uzbekistan', 'germany', 'discuss', 'key', 'migration', 'mobility', 'agreement']",0.0,0.652,0.348,0.4939,2024-07,2024-07-15/2024-07-21
1441,Uzbekistan seeks US investment for infrastructure and digital projects,2024-07-16,POLITICS,"['uzbekistan', 'seeks', 'us', 'investment', 'infrastructure', 'digital', 'projects']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1443,Uzum and UNDP join forces to boost digital skills in Uzbekistan,2024-07-16,SOCIETY,"['uzum', 'undp', 'join', 'forces', 'boost', 'digital', 'skills', 'uzbekistan']",0.0,0.55,0.45,0.5994,2024-07,2024-07-15/2024-07-21
1444,Court orders psychiatric treatment for man who insulted president and spread extremism on Facebook,2024-07-16,SOCIETY,"['court', 'orders', 'psychiatric', 'treatment', 'man', 'insulted', 'president', 'spread', 'extremism', 'facebook']",0.268,0.732,0.0,-0.5106,2024-07,2024-07-15/2024-07-21
1446,Silk Avia launches daily flights between Tashkent and Kokand,2024-07-16,SOCIETY,"['silk', 'avia', 'launches', 'daily', 'flights', 'tashkent', 'kokand']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1440,UzAuto Motors tries to resell Cobalt cars one more time as clients withdraw applications and decline to make payment,2024-07-16,SOCIETY,"['uzauto', 'motors', 'tries', 'resell', 'cobalt', 'cars', 'one', 'time', 'clients', 'withdraw', 'applications', 'decline', 'make', 'payment']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1426,Construction Inspection to be integrated into government structure,2024-07-17,POLITICS,"['construction', 'inspection', 'integrated', 'government', 'structure']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1432,"""Bakhti Tashkentsky"" case: Defendants made final statements in court, pleaded for leniency ",2024-07-17,SOCIETY,"['bakhti', 'tashkentsky', 'case', 'defendants', 'made', 'final', 'statements', 'court', 'pleaded', 'leniency']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1429,Uzbekistan to end selling state assets at zero cost,2024-07-17,SOCIETY,"['uzbekistan', 'end', 'selling', 'state', 'assets', 'zero', 'cost']",0.0,0.779,0.221,0.1779,2024-07,2024-07-15/2024-07-21
1431,President of Kyrgyzstan to visit Uzbekistan,2024-07-17,POLITICS,"['president', 'kyrgyzstan', 'visit', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1433,President Mirziyoyev dismisses 10 governors amid economic review and growth plans,2024-07-17,POLITICS,"['president', 'mirziyoyev', 'dismisses', 'governors', 'amid', 'economic', 'review', 'growth', 'plans']",0.0,0.755,0.245,0.3818,2024-07,2024-07-15/2024-07-21
1434,ADB approves $100M loan to improve perinatal health services in Uzbekistan,2024-07-17,SOCIETY,"['adb', 'approves', 'loan', 'improve', 'perinatal', 'health', 'services', 'uzbekistan']",0.0,0.517,0.483,0.6808,2024-07,2024-07-15/2024-07-21
1428,Uzbekistan sees 34.6% increase in outbound tourism in H1 2024,2024-07-17,TOURISM,"['uzbekistan', 'sees', 'increase', 'outbound', 'tourism', 'h']",0.0,0.635,0.365,0.3182,2024-07,2024-07-15/2024-07-21
1435,"Uzbekistan to boost tourism with $50M investment, tax exemptions, and new online platform",2024-07-17,SOCIETY,"['uzbekistan', 'boost', 'tourism', 'investment', 'tax', 'exemptions', 'new', 'online', 'platform']",0.0,0.748,0.252,0.4019,2024-07,2024-07-15/2024-07-21
1427,"Over 12,000 drivers penalized for drunk driving in six months",2024-07-17,SOCIETY,"['drivers', 'penalized', 'drunk', 'driving', 'six', 'months']",0.324,0.676,0.0,-0.34,2024-07,2024-07-15/2024-07-21
1417,"Uzbekistan, Cyprus hold next round of political consultations",2024-07-17,SOCIETY,"['uzbekistan', 'cyprus', 'hold', 'next', 'round', 'political', 'consultations']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1425,Uzbekistan introduces draft law to support compatriots abroad,2024-07-17,SOCIETY,"['uzbekistan', 'introduces', 'draft', 'law', 'support', 'compatriots', 'abroad']",0.0,0.69,0.31,0.4019,2024-07,2024-07-15/2024-07-21
1418,Activists argue against the death penalty's effectiveness in reducing crime,2024-07-17,SOCIETY,"['activists', 'argue', 'death', 'penaltys', 'effectiveness', 'reducing', 'crime']",0.71,0.29,0.0,-0.8689,2024-07,2024-07-15/2024-07-21
1419,Marakand Logair to launch Uzbekistan’s largest class 'A' logistics center in 2025,2024-07-17,SOCIETY,"['marakand', 'logair', 'launch', 'uzbekistans', 'largest', 'class', 'logistics', 'center']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1424,Debate over testing practices: Are applicants facing exam questions not covered in the curriculum?,2024-07-17,SOCIETY,"['debate', 'testing', 'practices', 'applicants', 'facing', 'exam', 'questions', 'covered', 'curriculum']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1430,Botir Zokirov steps down as Minister of Construction due to health issues,2024-07-17,SOCIETY,"['botir', 'zokirov', 'steps', 'minister', 'construction', 'due', 'health', 'issues']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1421,Uzbekistan saves 1.5 billion cubic meters of gas through renewable energy initiatives,2024-07-17,BUSINESS,"['uzbekistan', 'saves', 'billion', 'cubic', 'meters', 'gas', 'renewable', 'energy', 'initiatives']",0.0,0.792,0.208,0.2732,2024-07,2024-07-15/2024-07-21
1422,Abdulla Aripov and Otabek Umarov meet with Ramzan Kadyrov at Grozny Forum,2024-07-17,POLITICS,"['abdulla', 'aripov', 'otabek', 'umarov', 'meet', 'ramzan', 'kadyrov', 'grozny', 'forum']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1423,Korzinka fined for legal violations,2024-07-17,POLITICS,"['korzinka', 'fined', 'legal', 'violations']",0.493,0.29,0.217,-0.4404,2024-07,2024-07-15/2024-07-21
1420,"C&N Associates plans to build a ""Smart City"" in Nurafshon for $10-15 billion",2024-07-17,SOCIETY,"['cn', 'associates', 'plans', 'build', 'smart', 'city', 'nurafshon', 'billion']",0.0,0.722,0.278,0.4019,2024-07,2024-07-15/2024-07-21
1407,Komil Allamjonov addresses rise in fake news and disinformation in media,2024-07-18,POLITICS,"['komil', 'allamjonov', 'addresses', 'rise', 'fake', 'news', 'disinformation', 'media']",0.307,0.693,0.0,-0.4767,2024-07,2024-07-15/2024-07-21
1412,Center for Spirituality and Enlightenment to spend 1.2 billion UZS on creating a website and mobile app,2024-07-18,POLITICS,"['center', 'spirituality', 'enlightenment', 'spend', 'billion', 'uzs', 'creating', 'website', 'mobile', 'app']",0.0,0.804,0.196,0.296,2024-07,2024-07-15/2024-07-21
1409,Olim Saidov steps down from leadership of Traffic Safety Service,2024-07-18,POLITICS,"['olim', 'saidov', 'steps', 'leadership', 'traffic', 'safety', 'service']",0.0,0.682,0.318,0.4215,2024-07,2024-07-15/2024-07-21
1410,Sadyr Japarov arrives in Uzbekistan,2024-07-18,POLITICS,"['sadyr', 'japarov', 'arrives', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1411,"Educational Migration: 19,500 citizens of Uzbekistan pursue education abroad in H1 2024",2024-07-18,POLITICS,"['educational', 'migration', 'citizens', 'uzbekistan', 'pursue', 'education', 'abroad', 'h']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1415,EU Ambassador to Uzbekistan concludes her diplomatic mission,2024-07-18,POLITICS,"['eu', 'ambassador', 'uzbekistan', 'concludes', 'diplomatic', 'mission']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1413,Tashkent resident defrauded of 170 million UZS in cyber loan scheme,2024-07-18,SOCIETY,"['tashkent', 'resident', 'defrauded', 'million', 'uzs', 'cyber', 'loan', 'scheme']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1414,Saida Mirziyoyeva discusses enhanced educational ties with Qatar's ambassador,2024-07-18,POLITICS,"['saida', 'mirziyoyeva', 'discusses', 'enhanced', 'educational', 'ties', 'qatars', 'ambassador']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1416,Preferential loan for textile clusters to be extended until April 2025,2024-07-18,POLITICS,"['preferential', 'loan', 'textile', 'clusters', 'extended', 'april']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1404,Kazakhstan to terminate settlement agreement with Uzbekistan ,2024-07-18,POLITICS,"['kazakhstan', 'terminate', 'settlement', 'agreement', 'uzbekistan']",0.0,0.556,0.444,0.4939,2024-07,2024-07-15/2024-07-21
1398,"Individuals attempting to sell gold bullion for 11,000 USD detained in Bukhara",2024-07-18,SOCIETY,"['individuals', 'attempting', 'sell', 'gold', 'bullion', 'usd', 'detained', 'bukhara']",0.278,0.722,0.0,-0.4019,2024-07,2024-07-15/2024-07-21
1406,Additional Afrosiyob trains to be launched between Tashkent and Bukhara,2024-07-18,SOCIETY,"['additional', 'afrosiyob', 'trains', 'launched', 'tashkent', 'bukhara']",0.0,0.769,0.231,0.128,2024-07,2024-07-15/2024-07-21
1405,Gold bar prices in Uzbekistan reach new high,2024-07-18,BUSINESS,"['gold', 'bar', 'prices', 'uzbekistan', 'reach', 'new', 'high']",0.0,0.845,0.155,0.0258,2024-07,2024-07-15/2024-07-21
1403,"Shavkat Mirziyoyev congratulates Iran's President-elect, highlights growing bilateral ties",2024-07-18,POLITICS,"['shavkat', 'mirziyoyev', 'congratulates', 'irans', 'presidentelect', 'highlights', 'growing', 'bilateral', 'ties']",0.0,0.825,0.175,0.1779,2024-07,2024-07-15/2024-07-21
1402,Tender-free projects and conflicts of interest: Analyzing Botir Zokirov’s five-year tenure as Uzbekistan's Minister of Construction,2024-07-18,POLITICS,"['tenderfree', 'projects', 'conflicts', 'interest', 'analyzing', 'botir', 'zokirovs', 'fiveyear', 'tenure', 'uzbekistans', 'minister', 'construction']",0.167,0.641,0.192,0.1027,2024-07,2024-07-15/2024-07-21
1401,"Uzbekistan, Kyrgyzstan outline priority directions for further development of bilateral cooperation",2024-07-18,POLITICS,"['uzbekistan', 'kyrgyzstan', 'outline', 'priority', 'directions', 'development', 'bilateral', 'cooperation']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1400,"Shavkat Mirziyoyev, Sadyr Japarov launch joint projects",2024-07-18,POLITICS,"['shavkat', 'mirziyoyev', 'sadyr', 'japarov', 'launch', 'joint', 'projects']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1399,Gov’t forbids driving electric scooters at a speed higher than 10 km per hour,2024-07-18,SOCIETY,"['govt', 'forbids', 'driving', 'electric', 'scooters', 'speed', 'higher', 'km', 'per', 'hour']",0.204,0.796,0.0,-0.3182,2024-07,2024-07-15/2024-07-21
1408,Prosecutor General’s Office provides data about types of crimes most commonly committed by officials in Uzbekistan ,2024-07-18,SOCIETY,"['prosecutor', 'generals', 'office', 'provides', 'data', 'types', 'crimes', 'commonly', 'committed', 'officials', 'uzbekistan']",0.0,0.826,0.174,0.2732,2024-07,2024-07-15/2024-07-21
1392,Uzbekistan's Central Bank aims to maintain 9% inflation with systematic measures,2024-07-19,SOCIETY,"['uzbekistans', 'central', 'bank', 'aims', 'maintain', 'inflation', 'systematic', 'measures']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1393,Tashkent to purchase 200 electric buses and 12 metro trains from BYD,2024-07-19,SOCIETY,"['tashkent', 'purchase', 'electric', 'buses', 'metro', 'trains', 'byd']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1394,"Uzbekistan introduces special license plates for electric motorcycles, mopeds, and scooters",2024-07-19,SOCIETY,"['uzbekistan', 'introduces', 'special', 'license', 'plates', 'electric', 'motorcycles', 'mopeds', 'scooters']",0.0,0.748,0.252,0.4019,2024-07,2024-07-15/2024-07-21
1391,Agency for Strategic Reforms proposes creating a $1 billion industrial technopark in Almalyk,2024-07-19,SOCIETY,"['agency', 'strategic', 'reforms', 'proposes', 'creating', 'billion', 'industrial', 'technopark', 'almalyk']",0.0,0.784,0.216,0.296,2024-07,2024-07-15/2024-07-21
1396,Bakhtiyor Kudratullaev sentenced to 20 years of imprisonment,2024-07-19,SOCIETY,"['bakhtiyor', 'kudratullaev', 'sentenced', 'years', 'imprisonment']",0.216,0.784,0.0,-0.0258,2024-07,2024-07-15/2024-07-21
1397,Uzbekistan and Turkmenistan discuss simplifying visa issuance for drivers,2024-07-19,SOCIETY,"['uzbekistan', 'turkmenistan', 'discuss', 'simplifying', 'visa', 'issuance', 'drivers']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1395,"Competition Committee rules against Lukoil for market manipulation in Uzbekistan, orders to return unjustified earnings",2024-07-19,SOCIETY,"['competition', 'committee', 'rules', 'lukoil', 'market', 'manipulation', 'uzbekistan', 'orders', 'return', 'unjustified', 'earnings']",0.18,0.82,0.0,-0.296,2024-07,2024-07-15/2024-07-21
1390,"Two lawyers in Fergana arrested for $50,000 bribe in sentencing case",2024-07-19,SOCIETY,"['two', 'lawyers', 'fergana', 'arrested', 'bribe', 'sentencing', 'case']",0.619,0.381,0.0,-0.6705,2024-07,2024-07-15/2024-07-21
1385,Shavkat Mirziyoyev congratulates Ursula von der Leyen on re-election as European Commission President,2024-07-19,SOCIETY,"['shavkat', 'mirziyoyev', 'congratulates', 'ursula', 'von', 'der', 'leyen', 'reelection', 'european', 'commission', 'president']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1388,Self-employed taxi drivers in Uzbekistan surpass half a million amidst surge in self-employment,2024-07-19,SOCIETY,"['selfemployed', 'taxi', 'drivers', 'uzbekistan', 'surpass', 'half', 'million', 'amidst', 'surge', 'selfemployment']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1386,International airports in Uzbekistan operate normally despite global software glitches,2024-07-19,SOCIETY,"['international', 'airports', 'uzbekistan', 'operate', 'normally', 'despite', 'global', 'software', 'glitches']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1384,Uzbekistan team disqualified from 2024 International Biology Olympiad due to rule violation,2024-07-19,SOCIETY,"['uzbekistan', 'team', 'disqualified', 'international', 'biology', 'olympiad', 'due', 'rule', 'violation']",0.462,0.538,0.0,-0.7184,2024-07,2024-07-15/2024-07-21
1383,State begins privatization of Avtooyna and Uz-Koram Co. with strict post-purchase conditions,2024-07-19,SOCIETY,"['state', 'begins', 'privatization', 'avtooyna', 'uzkoram', 'co', 'strict', 'postpurchase', 'conditions']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1382,Shavkat Mirziyoyev and Sadyr Japarov visit Khiva,2024-07-19,POLITICS,"['shavkat', 'mirziyoyev', 'sadyr', 'japarov', 'visit', 'khiva']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1381,Consumers receive almost 114 billion UZS in cashback,2024-07-19,BUSINESS,"['consumers', 'receive', 'almost', 'billion', 'uzs', 'cashback']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1387,Uzbekistan and Kyrgyzstan to elevate bilateral relations to strategic alliance level,2024-07-19,POLITICS,"['uzbekistan', 'kyrgyzstan', 'elevate', 'bilateral', 'relations', 'strategic', 'alliance', 'level']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1389,Uzbekistan to introduce random selection system for vehicle license plates from August 1,2024-07-19,SOCIETY,"['uzbekistan', 'introduce', 'random', 'selection', 'system', 'vehicle', 'license', 'plates', 'august']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1375,Uzbekistan reports 97.4 thousand marriages and 131.2 thousand births in H1 2024,2024-07-20,SOCIETY,"['uzbekistan', 'reports', 'thousand', 'marriages', 'thousand', 'births', 'h']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1380,"Over 10,000 individuals imprisoned in Uzbekistan in H1 2024",2024-07-20,SOCIETY,"['individuals', 'imprisoned', 'uzbekistan', 'h']",0.6,0.4,0.0,-0.4588,2024-07,2024-07-15/2024-07-21
1379,Ipoteka Bank fined for misleading interest rate advertisement,2024-07-20,SOCIETY,"['ipoteka', 'bank', 'fined', 'misleading', 'interest', 'rate', 'advertisement']",0.252,0.467,0.28,0.0772,2024-07,2024-07-15/2024-07-21
1378,Government tenders under scrutiny: Thousands of legal breaches detected,2024-07-20,SOCIETY,"['government', 'tenders', 'scrutiny', 'thousands', 'legal', 'breaches', 'detected']",0.0,0.617,0.383,0.2732,2024-07,2024-07-15/2024-07-21
1376,"More than 48,000 illegal acts uncovered in fuel and energy sector raids in Uzbekistan",2024-07-20,SOCIETY,"['illegal', 'acts', 'uncovered', 'fuel', 'energy', 'sector', 'raids', 'uzbekistan']",0.308,0.513,0.179,-0.3612,2024-07,2024-07-15/2024-07-21
1377,Passenger on Tashkent-Delhi flight caught with 4 gold ingots worth 100 million UZS,2024-07-20,SOCIETY,"['passenger', 'tashkentdelhi', 'flight', 'caught', 'gold', 'ingots', 'worth', 'million', 'uzs']",0.0,0.808,0.192,0.2263,2024-07,2024-07-15/2024-07-21
1374,Japan invites construction workers from Uzbekistan,2024-07-20,SOCIETY,"['japan', 'invites', 'construction', 'workers', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1372,Neftgazmontaj up for sale with bidding open until August 27,2024-07-20,SOCIETY,"['neftgazmontaj', 'sale', 'bidding', 'open', 'august']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1371,Strategic Reforms Agency launches new digital platform for hiring foreign experts for government projects,2024-07-20,SOCIETY,"['strategic', 'reforms', 'agency', 'launches', 'new', 'digital', 'platform', 'hiring', 'foreign', 'experts', 'government', 'projects']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1370,Uzbekistan establishes annual Week of Remembrance for political repression victims,2024-07-20,POLITICS,"['uzbekistan', 'establishes', 'annual', 'week', 'remembrance', 'political', 'repression', 'victims']",0.45,0.55,0.0,-0.5994,2024-07,2024-07-15/2024-07-21
1369,ACWA Power sells 35% stake in Bukhara wind projects to China Southern Power Grid,2024-07-20,BUSINESS,"['acwa', 'power', 'sells', 'stake', 'bukhara', 'wind', 'projects', 'china', 'southern', 'power', 'grid']",0.0,1.0,0.0,0.0,2024-07,2024-07-15/2024-07-21
1373,American company Sayar to produce energy from medical waste in Uzbekistan,2024-07-20,SOCIETY,"['american', 'company', 'sayar', 'produce', 'energy', 'medical', 'waste', 'uzbekistan']",0.257,0.55,0.193,-0.1779,2024-07,2024-07-15/2024-07-21
1368,Court convicts 20-year-old hacker from Samarkand for defrauding businessmen via Telegram,2024-07-22,SOCIETY,"['court', 'convicts', 'yearold', 'hacker', 'samarkand', 'defrauding', 'businessmen', 'via', 'telegram']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1367,New law exempts drivers from license suspension for speeding recorded by mobile radars,2024-07-22,POLITICS,"['new', 'law', 'exempts', 'drivers', 'license', 'suspension', 'speeding', 'recorded', 'mobile', 'radars']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1366,"President Biden ends reelection bid, backs Harris as Democratic nominee",2024-07-22,POLITICS,"['president', 'biden', 'ends', 'reelection', 'bid', 'backs', 'harris', 'democratic', 'nominee']",0.13,0.87,0.0,-0.0516,2024-07,2024-07-22/2024-07-28
1365,Ministry announces state grant quotas for higher education in the upcoming academic year,2024-07-22,POLITICS,"['ministry', 'announces', 'state', 'grant', 'quotas', 'higher', 'education', 'upcoming', 'academic', 'year']",0.0,0.783,0.217,0.3612,2024-07,2024-07-22/2024-07-28
1362,"Over 190,000 passenger cars produced in Uzbekistan in H1",2024-07-22,BUSINESS,"['passenger', 'cars', 'produced', 'uzbekistan', 'h']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1363,"Uzbekistan identifies 223 seismically vulnerable buildings, plans urban renovation",2024-07-22,POLITICS,"['uzbekistan', 'identifies', 'seismically', 'vulnerable', 'buildings', 'plans', 'urban', 'renovation']",0.213,0.787,0.0,-0.2263,2024-07,2024-07-22/2024-07-28
1361,Uzbekistan's economy sees 6.4% GDP growth in H1 2024 amid rising inflation and strong investment,2024-07-22,BUSINESS,"['uzbekistans', 'economy', 'sees', 'gdp', 'growth', 'h', 'amid', 'rising', 'inflation', 'strong', 'investment']",0.0,0.576,0.424,0.7096,2024-07,2024-07-22/2024-07-28
1364,Six investors express interest in buying International Hotel Tashkent,2024-07-22,BUSINESS,"['six', 'investors', 'express', 'interest', 'buying', 'international', 'hotel', 'tashkent']",0.0,0.7,0.3,0.4588,2024-07,2024-07-22/2024-07-28
1358,Samarkand company to purchase Chinese electric buses for $171 million,2024-07-22,BUSINESS,"['samarkand', 'company', 'purchase', 'chinese', 'electric', 'buses', 'million']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1348,Uzbekistan intends to join international Outer Space Treaty,2024-07-22,POLITICS,"['uzbekistan', 'intends', 'join', 'international', 'outer', 'space', 'treaty']",0.0,0.732,0.268,0.296,2024-07,2024-07-22/2024-07-28
1359,Russian-Uzbek joint venture launches fish processing plant in Vladivostok,2024-07-22,BUSINESS,"['russianuzbek', 'joint', 'venture', 'launches', 'fish', 'processing', 'plant', 'vladivostok']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1360,Supreme Court reports sharp increase in traffic violation convictions and imprisonment,2024-07-22,SOCIETY,"['supreme', 'court', 'reports', 'sharp', 'increase', 'traffic', 'violation', 'convictions', 'imprisonment']",0.212,0.397,0.391,0.4019,2024-07,2024-07-22/2024-07-28
1357,Illegal crypto mining farm causes over 1 billion UZS in damages in Tashkent ,2024-07-22,SOCIETY,"['illegal', 'crypto', 'mining', 'farm', 'causes', 'billion', 'uzs', 'damages', 'tashkent']",0.481,0.519,0.0,-0.7579,2024-07,2024-07-22/2024-07-28
1356,Government compensates carriers for adaptation of buses and personal vehicles for people with disabilities ,2024-07-22,SOCIETY,"['government', 'compensates', 'carriers', 'adaptation', 'buses', 'personal', 'vehicles', 'people', 'disabilities']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1347,Agreements reached on supply of Uzbek products to Qatari market,2024-07-22,SOCIETY,"['agreements', 'reached', 'supply', 'uzbek', 'products', 'qatari', 'market']",0.0,0.588,0.412,0.3612,2024-07,2024-07-22/2024-07-28
1349,Kuwaiti company interested in implementing investment projects in Bukhara region,2024-07-22,BUSINESS,"['kuwaiti', 'company', 'interested', 'implementing', 'investment', 'projects', 'bukhara', 'region']",0.0,0.722,0.278,0.4019,2024-07,2024-07-22/2024-07-28
1350,Uzbekistan’s tourism potential presented in Vienna,2024-07-22,TOURISM,"['uzbekistans', 'tourism', 'potential', 'presented', 'vienna']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1346,"Uzbekistan, Vietnam discuss issues of developing economic ties and promoting investment",2024-07-22,POLITICS,"['uzbekistan', 'vietnam', 'discuss', 'issues', 'developing', 'economic', 'ties', 'promoting', 'investment']",0.0,0.762,0.238,0.3612,2024-07,2024-07-22/2024-07-28
1352,Kuwaiti company eyes to implement investment projects in Karshi,2024-07-22,BUSINESS,"['kuwaiti', 'company', 'eyes', 'implement', 'investment', 'projects', 'karshi']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1353,Uzbekistan’s foreign trade turnover increases by 8.5% in H1,2024-07-22,BUSINESS,"['uzbekistans', 'foreign', 'trade', 'turnover', 'increases', 'h']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1354,Government announces privatization of Humo payment system,2024-07-22,BUSINESS,"['government', 'announces', 'privatization', 'humo', 'payment', 'system']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1355,Tashkent launches Startup Garage to foster innovation and investment ,2024-07-22,TECH,"['tashkent', 'launches', 'startup', 'garage', 'foster', 'innovation', 'investment']",0.0,0.698,0.302,0.3818,2024-07,2024-07-22/2024-07-28
1351,Bilateral trade volume between Uzbekistan and Thailand surged by 170% in H1,2024-07-22,BUSINESS,"['bilateral', 'trade', 'volume', 'uzbekistan', 'thailand', 'surged', 'h']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1336,"Uzbekistan’s foreign trade report for H1 2024: Export declines in key sectors, import growth in energy and machinery",2024-07-23,SOCIETY,"['uzbekistans', 'foreign', 'trade', 'report', 'h', 'export', 'declines', 'key', 'sectors', 'import', 'growth', 'energy', 'machinery']",0.0,0.68,0.32,0.5719,2024-07,2024-07-22/2024-07-28
1345,UNOPS and IDB helps modernize cancer care in Uzbekistan with $41 million equipment supply,2024-07-23,SOCIETY,"['unops', 'idb', 'helps', 'modernize', 'cancer', 'care', 'uzbekistan', 'million', 'equipment', 'supply']",0.256,0.407,0.337,0.1027,2024-07,2024-07-22/2024-07-28
1344,Salesperson sentenced to 15 days for slapping 12-year-old boy requesting QR-code receipt,2024-07-23,SOCIETY,"['salesperson', 'sentenced', 'days', 'slapping', 'yearold', 'boy', 'requesting', 'qrcode', 'receipt']",0.121,0.879,0.0,-0.0258,2024-07,2024-07-22/2024-07-28
1343,Heavy rain forecast prompts flood warnings in Uzbekistan's mountainous areas,2024-07-23,SOCIETY,"['heavy', 'rain', 'forecast', 'prompts', 'flood', 'warnings', 'uzbekistans', 'mountainous', 'areas']",0.216,0.784,0.0,-0.296,2024-07,2024-07-22/2024-07-28
1342,Student from Uzbekistan wins top honors at World German Language Olympiad,2024-07-23,SOCIETY,"['student', 'uzbekistan', 'wins', 'top', 'honors', 'world', 'german', 'language', 'olympiad']",0.0,0.405,0.595,0.8316,2024-07,2024-07-22/2024-07-28
1341,Uzbekistan awaits clarity from Indian delegation on 'Doc-1 Max' case,2024-07-23,SOCIETY,"['uzbekistan', 'awaits', 'clarity', 'indian', 'delegation', 'doc', 'max', 'case']",0.0,0.6,0.4,0.4588,2024-07,2024-07-22/2024-07-28
1340,Uzbekistan and Kyrgyzstan to jointly develop Kadamjay-Shokhimardon tourism route,2024-07-23,TOURISM,"['uzbekistan', 'kyrgyzstan', 'jointly', 'develop', 'kadamjayshokhimardon', 'tourism', 'route']",0.0,1.0,0.0,0.0,2024-07,2024-07-22/2024-07-28
1339,22-year-old detained in Tashkent region for attempting to sell 1 billion UZS worth of mephedrone,2024-07-23,SOCIETY,"['yearold', 'detained', 'tashkent', 'region', 'attempting', 'sell', 'billion', 'uzs', 'worth', 'mephedrone']",0.214,0.635,0.151,-0.2023,2024-07,2024-07-22/2024-07-28
1338,"Uzbekistan to launch unified platform for airline, train, and bus ticket purchases",2024-07-23,SOCIETY,"['uzbekistan', 'launch', 'unified', 'platform', 'airline', 'train', 'bus', 'ticket', 'purchases']",0.0,0.755,0.245,0.3818,2024-07,2024-07-22/2024-07-28
1337,Government to exempt imported tourist buses and minibuses from customs duties until 2025,2024-07-23,SOCIETY,"['government', 'exempt', 'imported', 'tourist', 'buses', 'minibuses', 'customs', 'duties']",0.0,0.833,0.167,0.1027,2024-07,2024-07-22/2024-07-28
