Title,Date,Category
Afghanistan working on a new strategy to delineate border with Uzbekistan,2024-08-06,SOCIETY
Saida Mirziyoyeva: Diyora Keldiyorova's Olympic victory inspires thousands of Uzbek girls,2024-08-06,POLITICS
Saida Mirziyoyeva praises Uzbekistan-Kazakhstan relations as a model for the world,2024-08-06,SOCIETY
Uzbekistan to cut down on direct state procurement and boost competition,2024-08-05,POLITICS
June sees 5% decline in imports from Russia to Uzbekistan,2024-08-05,BUSINESS
Azerbaijan introduces digital ID cards for citizens,2024-08-05,SOCIETY
"Madrimov challenges Crawford to a rematch, asserts he won the fight",2024-08-05,SOCIETY
"Uzbekistan reduces thermal power dependency, green energy reaches 25-30%",2024-08-05,SOCIETY
Government announces tender for management and modernization of Urgench International Airport ,2024-08-05,SOCIETY
Severe hailstorm damages Uzbekistan Airways plane; no injuries reported,2024-08-05,SOCIETY
Saida Mirziyoyeva holds talks with President of Kazakhstan Kassym-Jomart Tokayev,2024-08-05,POLITICS
Prime Minister of Japan to visit Uzbekistan,2024-08-05,POLITICS
Court issues 20-year prison sentence for Saidaziz Saidaliyev,2024-08-05,SOCIETY
"30 people arrested in Tashkent for running a $900,000 online casino",2024-08-05,SOCIETY
"Uzbekistan's football coach on Olympic performance: ""We did our best despite limited time""",2024-08-05,SPORT
French airline CMA CGM Air Cargo launches flights to Navoi,2024-08-05,SOCIETY
Number of business trips to Uzbekistan nearly tripled in H1,2024-08-05,SOCIETY
Customs duty on solar panel components creates hurdles for energy projects in Uzbekistan,2024-08-05,SOCIETY
Extravagant festival costs Andijan 10 billion UZS amid rising budget deficit; governor Abdurahmonov disparages journalists,2024-08-05,SOCIETY
Man wanted for fraud for 10 years deported from Türkiye to Uzbekistan,2024-08-05,SOCIETY
Uzbekistan and Tajikistan discuss using Lake Sarez for drinking water supply,2024-08-05,SOCIETY
Paris-2024: Abdumalik Khalokov and Asadkhodja Moydinkhodjayev semi-finalists,2024-08-03,SPORT
CNG filling station in Tashkent embezzles gas worth 2.6 billion UZS,2024-08-03,SOCIETY
Chirakchi district governor disciplined for physical assault on citizen,2024-08-03,SOCIETY
State Security Service arrests high-profile officials in corruption crackdown,2024-08-03,SOCIETY
Uzbekistan establishes Climate Council to address climate change adaptation and mitigation,2024-08-03,POLITICS
Commodity exchange sees significant growth in mobile number auctions,2024-08-03,SOCIETY
Central Bank forecasts core inflation at 6-7% and overall inflation at 9% by year-end,2024-08-03,BUSINESS
Embassy of Uzbekistan in Israel advises citizens to avoid certain areas amid security concerns,2024-08-03,SOCIETY
Kyrgyz security forces detain Uzbek fugitive involved in large-scale budget fraud,2024-08-02,SOCIETY
President orders strict control to prevent unjustified methane price hikes,2024-08-02,POLITICS
"Uzbekistan expands overseas job placements: 64,000 employed, 90,000 more expected",2024-08-02,SOCIETY
Uzbekistan Central Bank revokes licenses of several payment system operators and warns 20 banks,2024-08-02,SOCIETY
"Uzbekistan's textile exports reach $1.5 billion, leading with yarn and finished goods",2024-08-02,SOCIETY
Uzbekistan among top gold buyers globally in June,2024-08-02,SOCIETY
Japan to aid Central Asia with new trade corridor and decarbonization initiatives,2024-08-02,SOCIETY
Experts predict temporary strengthening of UZS amid Eurobond issuance and gold price increase,2024-08-02,SOCIETY
Head of CCI advocates for import duties on electric cars,2024-08-02,SOCIETY
"Methane prices to be market-driven, government steps back from direct control",2024-08-02,SOCIETY
1.3 tons of precious metals sold on commodity exchange in six months,2024-08-02,SOCIETY
Uzbekistan introduces accountability for state agencies refusing to hire women victims of violence,2024-08-02,SOCIETY
"Urgench International Airport to reopen on August 5, ahead of schedule",2024-08-02,SOCIETY
"SSS prevents smuggling of over 30,000 potent drug tablets from Kyrgyzstan to Uzbekistan",2024-08-02,SOCIETY
Olympic rewards: Which countries offer the highest and lowest prizes for medals?,2024-08-02,SPORT
Uzbekistan’s state budget deficit reaches 36.5 trillion UZS in first 7 months of 2024,2024-08-02,SOCIETY
Uzbekistan's population hits 37.1 million as birth rates and life expectancy rise,2024-08-01,SOCIETY
CEC logs representatives of political parties in Uzbekistan,2024-08-01,POLITICS
Court sentences driver to 9 years for causing deaths of four pedestrians in Fergana,2024-08-01,SOCIETY
Embassy of Uzbekistan in Astana to temporarily suspend consular services,2024-08-01,POLITICS
Tashkent allocates over 107 billion UZS for pedestrian overpasses construction,2024-08-01,BUSINESS
"Aral Sea tragedy: Causes, impacts, and possible solutions",2024-08-01,SOCIETY
Excessive dye content found in Afghan soda in Uzbekistan,2024-08-01,BUSINESS
Methane and propane prices surge in Uzbekistan,2024-08-01,BUSINESS
Uztelecom denies YouTube slowdown,2024-08-01,TECH
Applications open for student dormitories: Priority given to socially vulnerable,2024-08-01,SOCIETY
UNFPA to support Uzbekistan in future population census and reproductive health initiatives,2024-08-01,POLITICS
Shahram Giyosov remains undefeated with 16th professional win,2024-08-01,SPORT
Passengers to receive refunds for non-operational air conditioning in train compartments,2024-08-01,SOCIETY
"July sees strongest seasonal deflation since 2021, led by food and gasoline price drops",2024-08-01,BUSINESS
Breaking Biases Down,2024-08-01,SOCIETY
"License plate sales tripled in H1 2024, reaching 426.2 billion UZS",2024-07-31,SOCIETY
Uzbekistan’s GDP surpasses $100 billion after shadow economy reassessment,2024-07-31,BUSINESS
Uzbekistan and Tatarstan to collaborate on electric train and metro car production,2024-07-31,SOCIETY
Turakurgan oil depot ordered to refund 3.5 billion UZS for overcharging on diesel fuel ,2024-07-31,SOCIETY
Temporary disruptions in online electricity bill payments announced for early August ,2024-07-31,SOCIETY
New train service to connect Nukus and Mangystau starting August 22,2024-07-31,SOCIETY
TACO and Uzbekistan discuss strategic investment projects in key regions ,2024-07-31,SOCIETY
ADB approves $400 million loan to support reforms in Uzbekistan’s energy and financial markets,2024-07-31,SOCIETY
Uzbek entrepreneurs in Poland discuss trade and investment cooperation ,2024-07-31,SOCIETY
KIA and Hyundai file complaint over trademark infringement in Uzbekistan,2024-07-31,SOCIETY
Mirziyoyev to pay a state visit to Kazakhstan,2024-07-31,POLITICS
"Paris-2024: Uzbekistan plays draw with Dominican Republic, bids farewell to the tournament",2024-07-30,SPORT
Akiko Fujii assumes role as new UNDP Permanent Representative in Uzbekistan,2024-07-30,SOCIETY
Uzbekistan uses up gas subsidies for 2024 in just six months,2024-07-30,SOCIETY
Uzbekistan appoints new Consul General for Vladivostok,2024-07-30,SOCIETY
Chartak court jails driver responsible for 14-year-old's death following Kun.uz investigation,2024-07-30,SOCIETY
Proposed Water Code in Uzbekistan to boost resource management and efficiency,2024-07-30,SOCIETY
Two customs posts on Uzbekistan-Kyrgyzstan border now operate 24/7,2024-07-30,SOCIETY
TashTeploCentral faces penalties for excessive water usage and unjustified income,2024-07-30,SOCIETY
Tashkent region to launch electric scooter production with Chinese company,2024-07-30,SOCIETY
Air Samarkand expands its route network with new flights to Jeddah and Medina starting in 2024,2024-07-30,SOCIETY
Customs officers detain man who tried to smuggle 400 million UZS worth of jewelry into Andijan,2024-07-30,SOCIETY
Paris 2024: Medalists Share Their Winning Smiles With the Galaxy Z Flip6 Olympic Edition in First-Ever Victory Selfie,2024-07-30,SOCIETY
Foreign national arrested in Tashkent for UK visa scam and possession of counterfeit money,2024-07-30,SOCIETY
Tuition fee amounts at universities for 2024/2025 academic year announced,2024-07-29,SOCIETY
Gov't to change procedure for issuing licenses to private medical clinics,2024-07-29,SOCIETY
Nominal wage growth slows down in Uzbekistan,2024-07-29,SOCIETY
Uzbekistan attracts $5.32 billion in foreign direct investment despite second quarter stagnation,2024-07-29,SOCIETY
Discovering Papua New Guinea: Uzbeks experience life with local tribes and conquer Oceania’s highest volcano,2024-07-29,SOCIETY
Population growth in Uzbekistan slows as marriage and divorce trends shift,2024-07-29,SOCIETY
Foreign tech giants paid 48 billion UZS in taxes in Uzbekistan over six months,2024-07-29,SOCIETY
Uzbekistan and South Korea plan strategic partnership expansion in trade and economic sectors,2024-07-29,SOCIETY
"Government allocates 2,000 additional grants for women in exact sciences, engineering, and medicine",2024-07-29,POLITICS
"El-Yurt Umidi scholars share perspectives on accountability, investments in education, and future plans for Uzbekistan",2024-07-29,POLITICS
Competition Committee fines OFB for non-compliance with advertising laws,2024-07-29,POLITICS
Samarkand resident arrested for defrauding 49 people with fake job promises abroad,2024-07-29,SOCIETY
"Driver who caused 14-year-old boy's death remains free, mother demands justice",2024-07-29,SOCIETY
Three districts in Tashkent to face power cuts due to modernization works,2024-07-29,SOCIETY
University of World Economy and Diplomacy increases tuition fees amid rising education costs,2024-07-29,SOCIETY
"Doctors in Tashkent brutally beaten before surgery, criminal case initiated",2024-07-29,SOCIETY
Minimum passing score for university admission remains unchanged,2024-07-29,SOCIETY
Accreditation process of media representatives for 2024 FIFA Futsal World Cup kicks off,2024-07-29,SPORT
"Trade turnover volume between Uzbekistan and Japan increased 3-fold since year beginning, investments in the republican economy – 40-fold and number of joint ventures – 8-fold",2024-07-27,SPORT
Uzbekistan presents its national strategy for combating illicit drug trafficking and drug abuse for 2024-2028 at an international forum in Vienna,2024-07-27,BUSINESS
Uzbekistan's power consumption hits new peaks due to extreme heat,2024-07-27,POLITICS
Applicant fakes illness to sneak phone into exam with paramedic's aid,2024-07-27,POLITICS
SSS arrests scammers offering illegal migration to the U.S. via Mexico,2024-07-27,SOCIETY
"Admission quotas for education forms, languages, universities, and fields approved",2024-07-27,SOCIETY
"Chevrolet Lacetti production ends at Asaka plant, last car rolls off line",2024-07-27,SOCIETY
Lake Sarykamysh's area shrinks by 4% in six years: Environmental impact on Turkmenistan and Uzbekistan,2024-07-27,BUSINESS
Cabinet of Ministers implements stringent measures for medical licensing and accreditation,2024-07-27,SOCIETY
"Over 5,000 citizens of Uzbekistan relocated abroad for permanent residency in H1 2024",2024-07-27,SOCIETY
Paris 2024: Uzbekistan's Olympic football team to face Egypt in Group C showdown today,2024-07-27,SOCIETY
Large Polish pharmaceutical companies eye to cooperate with Uzbekistan,2024-07-26,POLITICS
Safety Perceptions Index: Uzbekistan recognized as safest among 121 countries in the world,2024-07-26,SOCIETY
Tashkent hosts Uzbek-Azerbaijani inter-MFA political consultations ,2024-07-26,POLITICS
Uzbekistan’s deputy FM meets with Ambassador of the Republic of Korea,2024-07-26,POLITICS
Moscow authorities recover nearly 1 million rubles in unpaid wages for labor migrants from Uzbekistan,2024-07-26,SOCIETY
Elections of MPs to be held on a mixed system basis for the first time in Uzbekistan,2024-07-26,POLITICS
"Chinese Da Fu launches metal structures plant near Yangiyul, aiming to boost production to 900 tons annually",2024-07-26,SOCIETY
ADM Jizzakh CEO proposes reinstating import duties on electric vehicles,2024-07-26,SOCIETY
Uzbekistan set to hold parliamentary elections on October 27,2024-07-26,SOCIETY
Average monthly salary in Uzbekistan reaches 5 million UZS ,2024-07-26,SOCIETY
Uzbekistan eases rules on exporting jewelry products,2024-07-26,SOCIETY
Uzbekistan sees 25% surge in remittances amid diversified labor migration,2024-07-25,SOCIETY
Central Asian banks refuse to accept payments from Russian companies,2024-07-25,POLITICS
Uzbekistan records 11.6% decrease in divorce rates over six months,2024-07-25,SOCIETY
Central Bank expects 6.2% economic growth by year end,2024-07-25,BUSINESS
“Zangiota-2” covid center to be transformed into children’s multidisciplinary hospital ,2024-07-25,POLITICS
"Proposed Creative Economy bill faces criticism, calls for delay",2024-07-25,BUSINESS
Inclusive infrastructure: Uzbekistan to adapt high-rises and public facilities for people with disabilities,2024-07-25,POLITICS
"World Bank offers up to $50,000 in grants to boost SME innovation in Uzbekistan",2024-07-25,BUSINESS
Hyundai begins production at a plant in Syrdarya region,2024-07-25,BUSINESS
Central Bank lowers key rate to 13.5 percent amid declining inflation,2024-07-25,BUSINESS
Tashkent court fines man for unauthorized Euro 2024 broadcasts on Telegram,2024-07-25,SOCIETY
Ministry of Emergency Situations issues sunstroke prevention and first aid tips,2024-07-25,SOCIETY
Court sentences Tashkent resident to 10 days for aggressive Telegram comment against Israeli ambassador in Uzbekistan,2024-07-25,SOCIETY
Alpinists conquer Uzbekistan's tallest mountain,2024-07-25,SOCIETY
Individuals imposed fines worth 957 million UZS for illegal hunting in six months,2024-07-24,SOCIETY
Paris-2024 Olympics: Uzbekistan narrowly defeated by Spain in historic debut,2024-07-24,SPORT
Car production increased by almost 18% in H1 2024,2024-07-24,SOCIETY
Uzbekistan to create most favorable conditions for representatives of American private sector,2024-07-24,POLITICS
Law enforcement's inaction: The growing threat of Telegram scams in Uzbekistan,2024-07-24,SOCIETY
President Mirziyoyev decrees development of new tourism brand for Uzbekistan,2024-07-24,TOURISM
Legislative Chamber establishes liability for unlicensed psychological assistance ,2024-07-24,SOCIETY
Uzbekistan to strengthen penalties for urban planning violations,2024-07-24,SOCIETY
Supreme Court rejects citizen's appeal on energy consumption norms,2024-07-24,SOCIETY
Tashkent court sentences 21-year-old man to 10 days for selling Notcoin,2024-07-24,SOCIETY
Nodir Ganiev appointed as Uzbekistan's ambassador to France,2024-07-24,SOCIETY
Uzbekistan to face Spain in opening match of Paris 2024 Olympics,2024-07-24,SPORT
Presidential decree: Personnel training system in the field of tourism and hotel industry will be 3 years,2024-07-23,SOCIETY
"Uzbekistan, Hungary discuss prospects for implementation of joint projects in digital technologies field ",2024-07-23,POLITICS
Uzbekistan plans to regulate educational activities,2024-07-23,POLITICS
Gov’t to start transferring pensions and benefits to social cards from December 1,2024-07-23,SOCIETY
Germany appoints new ambassador to Uzbekistan,2024-07-23,POLITICS
Chinese company to invest $50 million in new mining complex in Tashkent region,2024-07-23,SOCIETY
Uzbekistan supplies nearly 4 billion cubic meters of irrigation water to Kazakhstan since April,2024-07-23,SOCIETY
AVO Bank fined for misleading advertising,2024-07-23,SOCIETY
Uzbekistan increases gas exports to China almost 24-fold,2024-07-23,SOCIETY
Watermelon prices collapse in Central Asia: Uzbekistan and neighboring markets hit by oversupply and low demand,2024-07-23,SOCIETY
New financial scam in Uzbekistan: “Uzbekiston investuz” promises to multiply investments by 10 times in one hour,2024-07-23,SOCIETY
Latvia invites Uzbek specialists for auto mechanic and truck driving roles; Germany looks for nurses and medical trainees,2024-07-23,SOCIETY
"Uzbekistan’s foreign trade report for H1 2024: Export declines in key sectors, import growth in energy and machinery",2024-07-23,SOCIETY
Government to exempt imported tourist buses and minibuses from customs duties until 2025,2024-07-23,SOCIETY
"Uzbekistan to launch unified platform for airline, train, and bus ticket purchases",2024-07-23,SOCIETY
22-year-old detained in Tashkent region for attempting to sell 1 billion UZS worth of mephedrone,2024-07-23,SOCIETY
Uzbekistan and Kyrgyzstan to jointly develop Kadamjay-Shokhimardon tourism route,2024-07-23,TOURISM
Uzbekistan awaits clarity from Indian delegation on 'Doc-1 Max' case,2024-07-23,SOCIETY
Student from Uzbekistan wins top honors at World German Language Olympiad,2024-07-23,SOCIETY
Heavy rain forecast prompts flood warnings in Uzbekistan's mountainous areas,2024-07-23,SOCIETY
Salesperson sentenced to 15 days for slapping 12-year-old boy requesting QR-code receipt,2024-07-23,SOCIETY
UNOPS and IDB helps modernize cancer care in Uzbekistan with $41 million equipment supply,2024-07-23,SOCIETY
"Uzbekistan, Vietnam discuss issues of developing economic ties and promoting investment",2024-07-22,POLITICS
Agreements reached on supply of Uzbek products to Qatari market,2024-07-22,SOCIETY
Uzbekistan intends to join international Outer Space Treaty,2024-07-22,POLITICS
Kuwaiti company interested in implementing investment projects in Bukhara region,2024-07-22,BUSINESS
Uzbekistan’s tourism potential presented in Vienna,2024-07-22,TOURISM
Bilateral trade volume between Uzbekistan and Thailand surged by 170% in H1,2024-07-22,BUSINESS
Kuwaiti company eyes to implement investment projects in Karshi,2024-07-22,BUSINESS
Uzbekistan’s foreign trade turnover increases by 8.5% in H1,2024-07-22,BUSINESS
Government announces privatization of Humo payment system,2024-07-22,BUSINESS
Tashkent launches Startup Garage to foster innovation and investment ,2024-07-22,TECH
Government compensates carriers for adaptation of buses and personal vehicles for people with disabilities ,2024-07-22,SOCIETY
Illegal crypto mining farm causes over 1 billion UZS in damages in Tashkent ,2024-07-22,SOCIETY
Samarkand company to purchase Chinese electric buses for $171 million,2024-07-22,BUSINESS
Russian-Uzbek joint venture launches fish processing plant in Vladivostok,2024-07-22,BUSINESS
Supreme Court reports sharp increase in traffic violation convictions and imprisonment,2024-07-22,SOCIETY
Uzbekistan's economy sees 6.4% GDP growth in H1 2024 amid rising inflation and strong investment,2024-07-22,BUSINESS
"Over 190,000 passenger cars produced in Uzbekistan in H1",2024-07-22,BUSINESS
"Uzbekistan identifies 223 seismically vulnerable buildings, plans urban renovation",2024-07-22,POLITICS
Six investors express interest in buying International Hotel Tashkent,2024-07-22,BUSINESS
Ministry announces state grant quotas for higher education in the upcoming academic year,2024-07-22,POLITICS
"President Biden ends reelection bid, backs Harris as Democratic nominee",2024-07-22,POLITICS
New law exempts drivers from license suspension for speeding recorded by mobile radars,2024-07-22,POLITICS
Court convicts 20-year-old hacker from Samarkand for defrauding businessmen via Telegram,2024-07-22,SOCIETY
ACWA Power sells 35% stake in Bukhara wind projects to China Southern Power Grid,2024-07-20,BUSINESS
Uzbekistan establishes annual Week of Remembrance for political repression victims,2024-07-20,POLITICS
Strategic Reforms Agency launches new digital platform for hiring foreign experts for government projects,2024-07-20,SOCIETY
Neftgazmontaj up for sale with bidding open until August 27,2024-07-20,SOCIETY
American company Sayar to produce energy from medical waste in Uzbekistan,2024-07-20,SOCIETY
Japan invites construction workers from Uzbekistan,2024-07-20,SOCIETY
Uzbekistan reports 97.4 thousand marriages and 131.2 thousand births in H1 2024,2024-07-20,SOCIETY
"More than 48,000 illegal acts uncovered in fuel and energy sector raids in Uzbekistan",2024-07-20,SOCIETY
Passenger on Tashkent-Delhi flight caught with 4 gold ingots worth 100 million UZS,2024-07-20,SOCIETY
Government tenders under scrutiny: Thousands of legal breaches detected,2024-07-20,SOCIETY
Ipoteka Bank fined for misleading interest rate advertisement,2024-07-20,SOCIETY
"Over 10,000 individuals imprisoned in Uzbekistan in H1 2024",2024-07-20,SOCIETY
Consumers receive almost 114 billion UZS in cashback,2024-07-19,BUSINESS
Shavkat Mirziyoyev and Sadyr Japarov visit Khiva,2024-07-19,POLITICS
State begins privatization of Avtooyna and Uz-Koram Co. with strict post-purchase conditions,2024-07-19,SOCIETY
Uzbekistan team disqualified from 2024 International Biology Olympiad due to rule violation,2024-07-19,SOCIETY
Shavkat Mirziyoyev congratulates Ursula von der Leyen on re-election as European Commission President,2024-07-19,SOCIETY
International airports in Uzbekistan operate normally despite global software glitches,2024-07-19,SOCIETY
Uzbekistan and Kyrgyzstan to elevate bilateral relations to strategic alliance level,2024-07-19,POLITICS
Self-employed taxi drivers in Uzbekistan surpass half a million amidst surge in self-employment,2024-07-19,SOCIETY
Uzbekistan to introduce random selection system for vehicle license plates from August 1,2024-07-19,SOCIETY
"Two lawyers in Fergana arrested for $50,000 bribe in sentencing case",2024-07-19,SOCIETY
Agency for Strategic Reforms proposes creating a $1 billion industrial technopark in Almalyk,2024-07-19,SOCIETY
Uzbekistan's Central Bank aims to maintain 9% inflation with systematic measures,2024-07-19,SOCIETY
Tashkent to purchase 200 electric buses and 12 metro trains from BYD,2024-07-19,SOCIETY
"Uzbekistan introduces special license plates for electric motorcycles, mopeds, and scooters",2024-07-19,SOCIETY
"Competition Committee rules against Lukoil for market manipulation in Uzbekistan, orders to return unjustified earnings",2024-07-19,SOCIETY
Bakhtiyor Kudratullaev sentenced to 20 years of imprisonment,2024-07-19,SOCIETY
Uzbekistan and Turkmenistan discuss simplifying visa issuance for drivers,2024-07-19,SOCIETY
"Individuals attempting to sell gold bullion for 11,000 USD detained in Bukhara",2024-07-18,SOCIETY
Gov’t forbids driving electric scooters at a speed higher than 10 km per hour,2024-07-18,SOCIETY
"Shavkat Mirziyoyev, Sadyr Japarov launch joint projects",2024-07-18,POLITICS
"Uzbekistan, Kyrgyzstan outline priority directions for further development of bilateral cooperation",2024-07-18,POLITICS
Tender-free projects and conflicts of interest: Analyzing Botir Zokirov’s five-year tenure as Uzbekistan's Minister of Construction,2024-07-18,POLITICS
"Shavkat Mirziyoyev congratulates Iran's President-elect, highlights growing bilateral ties",2024-07-18,POLITICS
Kazakhstan to terminate settlement agreement with Uzbekistan ,2024-07-18,POLITICS
Gold bar prices in Uzbekistan reach new high,2024-07-18,BUSINESS
Additional Afrosiyob trains to be launched between Tashkent and Bukhara,2024-07-18,SOCIETY
Komil Allamjonov addresses rise in fake news and disinformation in media,2024-07-18,POLITICS
Prosecutor General’s Office provides data about types of crimes most commonly committed by officials in Uzbekistan ,2024-07-18,SOCIETY
Olim Saidov steps down from leadership of Traffic Safety Service,2024-07-18,POLITICS
Sadyr Japarov arrives in Uzbekistan,2024-07-18,POLITICS
"Educational Migration: 19,500 citizens of Uzbekistan pursue education abroad in H1 2024",2024-07-18,POLITICS
Center for Spirituality and Enlightenment to spend 1.2 billion UZS on creating a website and mobile app,2024-07-18,POLITICS
Tashkent resident defrauded of 170 million UZS in cyber loan scheme,2024-07-18,SOCIETY
Saida Mirziyoyeva discusses enhanced educational ties with Qatar's ambassador,2024-07-18,POLITICS
EU Ambassador to Uzbekistan concludes her diplomatic mission,2024-07-18,POLITICS
Preferential loan for textile clusters to be extended until April 2025,2024-07-18,POLITICS
"Uzbekistan, Cyprus hold next round of political consultations",2024-07-17,SOCIETY
Activists argue against the death penalty's effectiveness in reducing crime,2024-07-17,SOCIETY
Marakand Logair to launch Uzbekistan’s largest class 'A' logistics center in 2025,2024-07-17,SOCIETY
"C&N Associates plans to build a ""Smart City"" in Nurafshon for $10-15 billion",2024-07-17,SOCIETY
Uzbekistan saves 1.5 billion cubic meters of gas through renewable energy initiatives,2024-07-17,BUSINESS
Abdulla Aripov and Otabek Umarov meet with Ramzan Kadyrov at Grozny Forum,2024-07-17,POLITICS
Korzinka fined for legal violations,2024-07-17,POLITICS
Debate over testing practices: Are applicants facing exam questions not covered in the curriculum?,2024-07-17,SOCIETY
Uzbekistan introduces draft law to support compatriots abroad,2024-07-17,SOCIETY
Construction Inspection to be integrated into government structure,2024-07-17,POLITICS
"Over 12,000 drivers penalized for drunk driving in six months",2024-07-17,SOCIETY
Uzbekistan sees 34.6% increase in outbound tourism in H1 2024,2024-07-17,TOURISM
Uzbekistan to end selling state assets at zero cost,2024-07-17,SOCIETY
Botir Zokirov steps down as Minister of Construction due to health issues,2024-07-17,SOCIETY
President of Kyrgyzstan to visit Uzbekistan,2024-07-17,POLITICS
"""Bakhti Tashkentsky"" case: Defendants made final statements in court, pleaded for leniency ",2024-07-17,SOCIETY
President Mirziyoyev dismisses 10 governors amid economic review and growth plans,2024-07-17,POLITICS
ADB approves $100M loan to improve perinatal health services in Uzbekistan,2024-07-17,SOCIETY
"Uzbekistan to boost tourism with $50M investment, tax exemptions, and new online platform",2024-07-17,SOCIETY
Uzbekistan and Germany discuss key migration and mobility agreement,2024-07-16,SOCIETY
UzAuto tender voided after Anti-Corruption Agency investigation reveals violations,2024-07-16,SOCIETY
Kazakhstan plans to triple Russian gas transit to Uzbekistan and expand supplies to China,2024-07-16,SOCIETY
Blogger Sherali Komilov detained in Tashkent region on fraud and slander charges,2024-07-16,SOCIETY
UzAuto Motors tries to resell Cobalt cars one more time as clients withdraw applications and decline to make payment,2024-07-16,SOCIETY
Uzbekistan seeks US investment for infrastructure and digital projects,2024-07-16,POLITICS
Central Bank of Uzbekistan imposes fines on 11 banks,2024-07-16,SOCIETY
Uzum and UNDP join forces to boost digital skills in Uzbekistan,2024-07-16,SOCIETY
Court orders psychiatric treatment for man who insulted president and spread extremism on Facebook,2024-07-16,SOCIETY
Uzbekistan climbs 11 spots in global mobile internet speed rankings,2024-07-16,SOCIETY
Silk Avia launches daily flights between Tashkent and Kokand,2024-07-16,SOCIETY
Citizen of Uzbekistan sentenced for attempting to join war in Ukraine,2024-07-16,SOCIETY
Auezov University to open a branch in Uzbekistan,2024-07-16,SOCIETY
Thailand officially introduces visa-free regime for citizens of Uzbekistan,2024-07-16,TOURISM
Uzhydromet warns of potential floods in seven regions due to heavy rains,2024-07-16,SOCIETY
"Privatization of ""Uztemiryulkonteyner"" resumes with 35% stake up for sale",2024-07-16,SOCIETY
"Uzbekistan sees surge in home internet users, reaching 79.2% by mid-2024",2024-07-16,SOCIETY
Rising geopolitical tensions lead Central Bank to increase gold purchases in Q2,2024-07-16,SOCIETY
All flights from Urgench Airport to be redirected to Nukus starting July 20,2024-07-16,SOCIETY
Uzbekistan and Russia aim to boost trade volume to $30 billion,2024-07-16,SOCIETY
Uzbekistan sends humanitarian aid to Kyrgyzstan,2024-07-16,SOCIETY
"American University of Technology to open in Tashkent, offering US-recognized diplomas",2024-07-16,SOCIETY
BYD Uzbekistan factory to produce affordable Seagull and E2 models locally,2024-07-16,TECH
Anti-Corruption Agency investigates nepotism in UzAuto Motors' 1.3 billion UZS tender,2024-07-15,SOCIETY
Central Bank injected additional 4.1 trillion UZS in cash in H1 2024,2024-07-15,SOCIETY
Technical glitches in banking systems lead to tax service disruptions,2024-07-15,SOCIETY
Uzbekistan to provide one-time financial assitance to families of labor migrants,2024-07-15,SOCIETY
Government initiates comprehensive plan to monitor and enforce urban planning regulations,2024-07-15,SOCIETY
Top 20 taxpayers in Uzbekistan named,2024-07-15,BUSINESS
Korzinka faces legal action over alleged false advertising of lowest prices,2024-07-15,POLITICS
Reporting cases of violations in water sector to be rewarded in Uzbekistan,2024-07-15,POLITICS
Uzbekistan plans to establish lithium mining in Akhangaran district,2024-07-15,BUSINESS
Prosecutor General's Office reports major electricity theft in Namangan region,2024-07-15,SOCIETY
Navoiazot faces mandatory measures after exceeding emission standards,2024-07-15,SOCIETY
Shavkat Mirziyoyev condemns assassination attempt on Donald Trump at Pennsylvania rally,2024-07-15,POLITICS
Uzbekistan plans separate electricity accounts for multi-family households,2024-07-13,POLITICS
Nearly 200 bus drivers blacklisted in Tashkent for endangering passenger safety,2024-07-13,SOCIETY
Uzbekistan sees a 13% increase in tourist arrivals in H1 2024,2024-07-13,TOURISM
Customs officials prevent smuggling of 23 ancient coins at Tashkent Airport,2024-07-13,SOCIETY
New air traffic control towers planned for Andijan and Namangan airports,2024-07-13,BUSINESS
"""Adolat"" Party proposes lifetime license revocation for reckless drivers",2024-07-13,POLITICS
"Uzbekistan and Kazakhstan launch new air route, cutting distance by 40 km",2024-07-13,POLITICS
"Artisan Center transforms into residential building, leaving craftsmen displaced in Tashkent",2024-07-13,POLITICS
"""300 Grams of Meat for 150 Children"" – Peshku district governor weighs meat in kindergarten",2024-07-13,SOCIETY
Isroil Madrimov to challenge Terence Crawford in Los Angeles on August 3,2024-07-13,SPORT
"Criminal case initiated against officials of ""Alliance Motors""",2024-07-13,SOCIETY
Henley & Partners release 2024 Passport Rankings: Uzbekistan rises to 79th spot,2024-07-13,POLITICS
Competition Committee starts investigation against Bukhara Electric Networks,2024-07-12,SOCIETY
Gov’t plans to introduce separate energy consumption metering for electric filling stations ,2024-07-12,TECH
Fergana region to establish industrial zones based on China’s experience ,2024-07-12,POLITICS
"Flights from Tashkent, Samarkand and Bukhara to be launched to Kokand from July 15",2024-07-12,SOCIETY
President Mirziyoyev proposes leaving 50% of personal income tax in local budgets,2024-07-12,POLITICS
Electric vehicle sales drop in Uzbekistan amid overall automotive market slump,2024-07-12,SOCIETY
"Uzbekistan's greenest cities ranked: Namangan tops, Nurafshon lags despite clean air",2024-07-12,SOCIETY
Calls for death penalty reinstatement spark debate among Uzbekistan's lawmakers,2024-07-12,POLITICS
Andijan Biochemical Plant privatized for 101 billion UZS,2024-07-12,SOCIETY
Tourism expansion and modern housing projects in Fergana presented to President Mirziyoyev,2024-07-12,POLITICS
Uzbekistan braces for floods and mudslides across six regions due to heavy rains,2024-07-12,SOCIETY
Samarkand to host GCC-Central Asia Strategic Dialogue,2024-07-12,POLITICS
